Winner,First Pick,Second Pick,Ban 1,Ban 2,Ban 3,Ban 4,Ban 5,Ban 6,Ban 7,Ban 8,Pick 1,Pick 2,Pick 3,Pick 4,Ban 9,Ban 10,Pick 5,Pick 6,Pick 7,Pick 8,Ban 11,Ban 12,Pick 9,Pick 10
EHOME,EHOME,KEEN GAMING,timbersaw,lycan,void-spirit,natures-prophet,pangolier,mirana,rubick,oracle,centaur-warrunner,death-prophet,vengeful-spirit,ancient-apparition,mars,terrorblade,clockwerk,shadow-demon,wraith-king,phantom-lancer,lina,phoenix,ember-spirit,puck
EHOME,KEEN GAMING,EHOME,lycan,timbersaw,mirana,batrider,ancient-apparition,phantom-lancer,centaur-warrunner,death-prophet,pangolier,phoenix,faceless-void,lina,lich,naga-siren,bane,chen,mars,wraith-king,templar-assassin,huskar,ember-spirit,morphling
Team Aster,Team Aster,PSG.LGD,natures-prophet,death-prophet,chen,mars,void-spirit,morphling,ember-spirit,centaur-warrunner,pangolier,dragon-knight,ancient-apparition,phoenix,storm-spirit,timbersaw,snapfire,faceless-void,legion-commander,shadow-demon,kunkka,puck,pugna,silencer
PSG.LGD,Team Aster,PSG.LGD,chen,morphling,natures-prophet,pangolier,void-spirit,centaur-warrunner,ancient-apparition,pugna,death-prophet,mars,phoenix,oracle,puck,timbersaw,shadow-demon,vengeful-spirit,storm-spirit,arc-warden,legion-commander,phantom-lancer,sand-king,lycan
Team Aster,Team Aster,PSG.LGD,natures-prophet,pangolier,chen,pugna,void-spirit,death-prophet,storm-spirit,faceless-void,mars,ember-spirit,phoenix,shadow-shaman,centaur-warrunner,morphling,lich,io,monkey-king,gyrocopter,puck,timbersaw,invoker,beastmaster
Vici Gaming,Vici Gaming,Sparking Arrow Gaming,pangolier,mars,ancient-apparition,centaur-warrunner,natures-prophet,death-prophet,chen,timbersaw,phoenix,phantom-lancer,warlock,jakiro,clockwerk,legion-commander,rubick,underlord,abaddon,monkey-king,ember-spirit,outworld-devourer,void-spirit,huskar
Vici Gaming,Sparking Arrow Gaming,Vici Gaming,monkey-king,ancient-apparition,void-spirit,chen,centaur-warrunner,pangolier,phoenix,mars,timbersaw,death-prophet,nyx-assassin,phantom-lancer,underlord,shadow-demon,lich,lion,necrophos,windranger,shadow-fiend,slark,lina,dragon-knight
Vici Gaming,Newbee,Vici Gaming,death-prophet,natures-prophet,ancient-apparition,dazzle,rubick,mars,timbersaw,phoenix,centaur-warrunner,ogre-magi,monkey-king,lich,clockwerk,morphling,mirana,ember-spirit,legion-commander,troll-warlord,earthshaker,batrider,shadow-fiend,templar-assassin
Vici Gaming,Newbee,Vici Gaming,death-prophet,natures-prophet,rubick,dazzle,ancient-apparition,phoenix,monkey-king,mars,disruptor,centaur-warrunner,mirana,timbersaw,batrider,undying,morphling,lycan,winter-wyvern,storm-spirit,earthshaker,puck,bounty-hunter,huskar
INVICTUS GAMING,Royal Never Give Up,INVICTUS GAMING,oracle,pangolier,nyx-assassin,phoenix,timbersaw,abaddon,centaur-warrunner,ancient-apparition,void-spirit,death-prophet,shadow-demon,mars,lina,faceless-void,mirana,bane,axe,phantom-lancer,dark-willow,riki,skywrath-mage,dragon-knight
INVICTUS GAMING,Royal Never Give Up,INVICTUS GAMING,void-spirit,phoenix,timbersaw,pangolier,batrider,abaddon,mars,ancient-apparition,shadow-demon,death-prophet,oracle,nyx-assassin,axe,lifestealer,centaur-warrunner,dragon-knight,rubick,natures-prophet,templar-assassin,huskar,shadow-fiend,lycan
Vici Gaming,PSG.LGD,Vici Gaming,lifestealer,void-spirit,ogre-magi,natures-prophet,phoenix,centaur-warrunner,faceless-void,mars,windranger,death-prophet,timbersaw,ember-spirit,oracle,ancient-apparition,nyx-assassin,shadow-demon,lich,shadow-fiend,legion-commander,morphling,enigma,naga-siren
PSG.LGD,Vici Gaming,PSG.LGD,natures-prophet,death-prophet,shadow-demon,nyx-assassin,timbersaw,lich,void-spirit,naga-siren,centaur-warrunner,mars,phoenix,faceless-void,huskar,silencer,ogre-magi,lina,dragon-knight,razor,ancient-apparition,puck,disruptor,queen-of-pain
PSG.LGD,Vici Gaming,PSG.LGD,natures-prophet,death-prophet,void-spirit,lich,shadow-demon,morphling,timbersaw,nyx-assassin,phoenix,centaur-warrunner,lifestealer,ogre-magi,rubick,monkey-king,silencer,omniknight,dark-willow,puck,slark,templar-assassin,faceless-void,dragon-knight
Vici Gaming,PSG.LGD,Vici Gaming,death-prophet,natures-prophet,lich,shadow-demon,nyx-assassin,void-spirit,morphling,lifestealer,phoenix,ogre-magi,centaur-warrunner,mars,slark,monkey-king,rubick,earth-spirit,faceless-void,outworld-devourer,troll-warlord,queen-of-pain,lone-druid,huskar
PSG.LGD,Vici Gaming,PSG.LGD,natures-prophet,death-prophet,void-spirit,lich,timbersaw,nyx-assassin,phoenix,morphling,centaur-warrunner,mars,ogre-magi,lifestealer,monkey-king,rubick,windranger,shadow-demon,slark,puck,leshrac,templar-assassin,shadow-shaman,dragon-knight
INVICTUS GAMING,INVICTUS GAMING,Vici Gaming,puck,void-spirit,huskar,nyx-assassin,timbersaw,natures-prophet,legion-commander,lich,centaur-warrunner,mars,phoenix,rubick,death-prophet,lifestealer,ogre-magi,faceless-void,monkey-king,invoker,ancient-apparition,kunkka,shadow-demon,morphling
Vici Gaming,INVICTUS GAMING,Vici Gaming,puck,void-spirit,death-prophet,nyx-assassin,timbersaw,natures-prophet,oracle,ancient-apparition,centaur-warrunner,mars,phoenix,rubick,faceless-void,shadow-demon,ogre-magi,silencer,monkey-king,lina,lifestealer,templar-assassin,weaver,dragon-knight
Vici Gaming,INVICTUS GAMING,Vici Gaming,puck,void-spirit,timbersaw,nyx-assassin,phoenix,centaur-warrunner,death-prophet,shadow-demon,mars,ogre-magi,faceless-void,rubick,legion-commander,naga-siren,skywrath-mage,ancient-apparition,axe,kunkka,phantom-lancer,razor,wraith-king,templar-assassin
Vici Gaming,Vici Gaming,Royal Never Give Up,shadow-demon,void-spirit,huskar,timbersaw,puck,oracle,templar-assassin,death-prophet,phoenix,nyx-assassin,lich,centaur-warrunner,mars,ancient-apparition,morphling,ogre-magi,necrophos,drow-ranger,shadow-fiend,outworld-devourer,kunkka,dark-seer
Vici Gaming,Royal Never Give Up,Vici Gaming,oracle,centaur-warrunner,ogre-magi,mars,rubick,lich,puck,nyx-assassin,void-spirit,shadow-demon,timbersaw,batrider,lifestealer,ancient-apparition,death-prophet,phoenix,earthshaker,morphling,clockwerk,anti-mage,sand-king,faceless-void
Royal Never Give Up,Team Sirius,Royal Never Give Up,rubick,timbersaw,ancient-apparition,death-prophet,void-spirit,riki,shadow-demon,oracle,mars,abaddon,morphling,lina,clockwerk,outworld-devourer,centaur-warrunner,silencer,shadow-shaman,troll-warlord,templar-assassin,queen-of-pain,shadow-fiend,puck
Royal Never Give Up,Royal Never Give Up,Team Sirius,lina,void-spirit,death-prophet,rubick,timbersaw,shadow-demon,centaur-warrunner,ancient-apparition,mars,snapfire,pangolier,nyx-assassin,riki,lifestealer,dark-willow,abaddon,lone-druid,morphling,puck,viper,outworld-devourer,arc-warden
Vici Gaming,Vici Gaming,iG.Vitality,ancient-apparition,timbersaw,chen,mars,winter-wyvern,omniknight,huskar,centaur-warrunner,void-spirit,death-prophet,shadow-demon,lich,oracle,faceless-void,lina,pangolier,sand-king,rubick,gyrocopter,slark,morphling,drow-ranger
Vici Gaming,iG.Vitality,Vici Gaming,centaur-warrunner,winter-wyvern,batrider,huskar,ancient-apparition,mars,void-spirit,shadow-demon,timbersaw,nyx-assassin,death-prophet,chen,oracle,venomancer,ogre-magi,windranger,necrophos,shadow-fiend,gyrocopter,slark,natures-prophet,monkey-king
PSG.LGD,PSG.LGD,INVICTUS GAMING,puck,mars,dazzle,batrider,naga-siren,chen,centaur-warrunner,void-spirit,oracle,natures-prophet,nyx-assassin,timbersaw,outworld-devourer,death-prophet,silencer,windranger,morphling,phantom-lancer,kunkka,storm-spirit,earth-spirit,leshrac
PSG.LGD,PSG.LGD,INVICTUS GAMING,puck,mars,naga-siren,timbersaw,sand-king,void-spirit,batrider,chen,centaur-warrunner,oracle,disruptor,natures-prophet,death-prophet,leshrac,omniknight,shadow-demon,slark,outworld-devourer,faceless-void,storm-spirit,rubick,queen-of-pain
PSG.LGD,Royal Never Give Up,PSG.LGD,chen,naga-siren,lone-druid,mars,dragon-knight,shadow-demon,puck,void-spirit,centaur-warrunner,oracle,death-prophet,rubick,pangolier,outworld-devourer,timbersaw,lich,tiny,slark,shadow-fiend,earth-spirit,storm-spirit,huskar
PSG.LGD,PSG.LGD,Royal Never Give Up,puck,void-spirit,sand-king,lone-druid,naga-siren,chen,riki,ancient-apparition,mars,shadow-demon,centaur-warrunner,silencer,morphling,ember-spirit,phoenix,lifestealer,spectre,storm-spirit,dark-willow,dragon-knight,nyx-assassin,templar-assassin
Vici Gaming,INVICTUS GAMING,Vici Gaming,mars,ancient-apparition,death-prophet,oracle,centaur-warrunner,void-spirit,nyx-assassin,dazzle,snapfire,phoenix,legion-commander,ogre-magi,huskar,lifestealer,lich,morphling,faceless-void,sand-king,outworld-devourer,shadow-fiend,lina,puck
INVICTUS GAMING,Vici Gaming,INVICTUS GAMING,oracle,mars,snapfire,timbersaw,phoenix,void-spirit,dazzle,centaur-warrunner,rubick,lich,earth-spirit,abaddon,outworld-devourer,naga-siren,natures-prophet,warlock,slark,bloodseeker,death-prophet,kunkka,shadow-fiend,invoker
INVICTUS GAMING,INVICTUS GAMING,Vici Gaming,mars,void-spirit,centaur-warrunner,natures-prophet,omniknight,dazzle,huskar,lich,shadow-demon,phoenix,legion-commander,nyx-assassin,faceless-void,lifestealer,ogre-magi,monkey-king,gyrocopter,timbersaw,invoker,puck,storm-spirit,lina
CDEC,CDEC,Typhoon,timbersaw,snapfire,ancient-apparition,mars,batrider,void-spirit,lich,puck,chen,enchantress,skywrath-mage,clockwerk,phantom-lancer,anti-mage,juggernaut,pugna,sand-king,lycan,venomancer,huskar,templar-assassin,razor
CDEC,CDEC,Typhoon,timbersaw,chen,batrider,pugna,ancient-apparition,void-spirit,shadow-demon,morphling,oracle,rubick,mars,death-prophet,medusa,huskar,ogre-magi,skywrath-mage,troll-warlord,axe,lycan,lina,riki,storm-spirit
CDEC,Typhoon,CDEC,mars,timbersaw,death-prophet,batrider,skywrath-mage,snapfire,void-spirit,ancient-apparition,tiny,chen,sand-king,drow-ranger,pugna,oracle,dark-seer,bane,spectre,legion-commander,necrophos,templar-assassin,lina,kunkka
Typhoon,iG.Vitality,Typhoon,lich,snapfire,enchantress,void-spirit,nyx-assassin,mars,razor,puck,earthshaker,tiny,crystal-maiden,timbersaw,batrider,templar-assassin,monkey-king,bane,clockwerk,troll-warlord,lina,outworld-devourer,death-prophet,queen-of-pain
Typhoon,iG.Vitality,Typhoon,tiny,timbersaw,clockwerk,mars,enchantress,snapfire,batrider,rubick,void-spirit,faceless-void,dark-willow,shadow-demon,templar-assassin,venomancer,bane,beastmaster,bristleback,wraith-king,death-prophet,puck,shadow-shaman,ember-spirit
CDEC,CDEC,Typhoon,timbersaw,snapfire,shadow-demon,void-spirit,batrider,skywrath-mage,huskar,mars,ancient-apparition,tiny,tusk,earthshaker,lifestealer,phantom-lancer,phoenix,dazzle,juggernaut,wraith-king,abaddon,storm-spirit,natures-prophet,queen-of-pain
CDEC,Typhoon,CDEC,void-spirit,snapfire,timbersaw,ancient-apparition,death-prophet,mars,huskar,lich,rubick,chen,skywrath-mage,enchantress,phantom-lancer,templar-assassin,centaur-warrunner,lifestealer,razor,batrider,queen-of-pain,morphling,storm-spirit,juggernaut
iG.Vitality,EHOME.Immortal,iG.Vitality,timbersaw,enchantress,pangolier,mars,nyx-assassin,snapfire,rubick,omniknight,void-spirit,shadow-shaman,sand-king,grimstroke,faceless-void,razor,oracle,clockwerk,death-prophet,lina,morphling,lifestealer,riki,phantom-lancer
iG.Vitality,EHOME.Immortal,iG.Vitality,nyx-assassin,enchantress,pangolier,snapfire,timbersaw,mars,rubick,omniknight,void-spirit,shadow-shaman,sand-king,oracle,ancient-apparition,morphling,death-prophet,razor,chen,brewmaster,anti-mage,slark,spectre,phantom-lancer
Typhoon,EHOME.Immortal,Typhoon,void-spirit,mars,nyx-assassin,enchantress,pangolier,snapfire,clockwerk,timbersaw,ancient-apparition,tiny,bane,invoker,batrider,phantom-lancer,faceless-void,pudge,phoenix,morphling,puck,outworld-devourer,storm-spirit,templar-assassin
Typhoon,EHOME.Immortal,Typhoon,nyx-assassin,mars,pangolier,snapfire,phoenix,enchantress,ancient-apparition,timbersaw,void-spirit,faceless-void,lich,shadow-demon,slardar,phantom-lancer,lion,abaddon,centaur-warrunner,razor,ember-spirit,outworld-devourer,shadow-fiend,storm-spirit
CDEC,CDEC,iG.Vitality,batrider,omniknight,snapfire,enchantress,void-spirit,timbersaw,lich,earthshaker,mars,shadow-shaman,shadow-demon,rubick,templar-assassin,morphling,lifestealer,bane,centaur-warrunner,razor,phantom-lancer,queen-of-pain,terrorblade,zeus
CDEC,iG.Vitality,CDEC,omniknight,shadow-demon,enchantress,timbersaw,razor,snapfire,puck,mars,void-spirit,chen,skywrath-mage,keeper-of-the-light,death-prophet,templar-assassin,centaur-warrunner,gyrocopter,morphling,batrider,outworld-devourer,legion-commander,shadow-fiend,lina
Team Aster,KEEN GAMING,Team Aster,viper,elder-titan,abaddon,disruptor,treant-protector,rubick,doom,winter-wyvern,batrider,oracle,riki,naga-siren,lone-druid,storm-spirit,bloodseeker,shadow-shaman,centaur-warrunner,morphling,kunkka,templar-assassin,puck,invoker
Team Aster,KEEN GAMING,Team Aster,viper,disruptor,abaddon,elder-titan,winter-wyvern,treant-protector,doom,phoenix,crystal-maiden,oracle,lone-druid,rubick,riki,naga-siren,drow-ranger,timbersaw,puck,kunkka,morphling,outworld-devourer,phantom-assassin,tiny
Vici Gaming,Vici Gaming,Team Aster,drow-ranger,disruptor,omniknight,timbersaw,treant-protector,doom,winter-wyvern,abaddon,lich,rubick,slark,legion-commander,gyrocopter,bloodseeker,puck,magnus,faceless-void,beastmaster,naga-siren,batrider,terrorblade,zeus
Vici Gaming,Vici Gaming,Team Aster,timbersaw,drow-ranger,disruptor,winter-wyvern,vengeful-spirit,lich,doom,treant-protector,rubick,shadow-demon,razor,gyrocopter,puck,bloodseeker,slark,legion-commander,omniknight,outworld-devourer,leshrac,viper,shadow-fiend,templar-assassin
Team Aster,INVICTUS GAMING,Team Aster,lich,doom,winter-wyvern,treant-protector,puck,drow-ranger,disruptor,chen,tiny,elder-titan,omniknight,slark,rubick,outworld-devourer,lion,timbersaw,leshrac,lifestealer,ember-spirit,morphling,kunkka,razor
INVICTUS GAMING,INVICTUS GAMING,Team Aster,puck,doom,lich,treant-protector,winter-wyvern,timbersaw,vengeful-spirit,drow-ranger,disruptor,legion-commander,viper,slark,omniknight,skywrath-mage,elder-titan,shadow-shaman,abaddon,razor,phantom-lancer,outworld-devourer,magnus,queen-of-pain
Team Aster,INVICTUS GAMING,Team Aster,winter-wyvern,doom,drow-ranger,treant-protector,lich,timbersaw,disruptor,puck,abaddon,omniknight,rubick,leshrac,morphling,bloodseeker,slark,keeper-of-the-light,night-stalker,naga-siren,kunkka,storm-spirit,viper,dragon-knight
INVICTUS GAMING,INVICTUS GAMING,KEEN GAMING,viper,tusk,drow-ranger,huskar,doom,brewmaster,treant-protector,disruptor,tiny,puck,templar-assassin,lifestealer,omniknight,lina,bloodseeker,abaddon,timbersaw,leshrac,faceless-void,anti-mage,lion,lone-druid
INVICTUS GAMING,INVICTUS GAMING,KEEN GAMING,viper,tusk,tiny,treant-protector,batrider,puck,doom,phoenix,drow-ranger,disruptor,ogre-magi,phantom-lancer,elder-titan,slark,clockwerk,rubick,natures-prophet,naga-siren,ember-spirit,leshrac,storm-spirit,dragon-knight
INVICTUS GAMING,INVICTUS GAMING,Typhoon,tiny,doom,venomancer,treant-protector,elder-titan,viper,disruptor,drow-ranger,tusk,axe,puck,naga-siren,sand-king,phantom-lancer,legion-commander,ogre-magi,vengeful-spirit,storm-spirit,slark,bloodseeker,terrorblade,huskar
INVICTUS GAMING,INVICTUS GAMING,Typhoon,elder-titan,doom,tusk,treant-protector,tiny,viper,disruptor,chen,rubick,jakiro,legion-commander,naga-siren,abaddon,bloodseeker,slark,slardar,omniknight,lina,razor,dragon-knight,gyrocopter,kunkka
PSG.LGD,PSG.LGD,Typhoon,treant-protector,doom,abaddon,drow-ranger,tiny,omniknight,ogre-magi,legion-commander,disruptor,pugna,viper,puck,warlock,axe,natures-prophet,centaur-warrunner,anti-mage,slark,templar-assassin,magnus,outworld-devourer,bloodseeker
PSG.LGD,PSG.LGD,Typhoon,tiny,treant-protector,elder-titan,doom,viper,drow-ranger,abaddon,puck,disruptor,crystal-maiden,razor,lifestealer,magnus,ember-spirit,earthshaker,shadow-shaman,naga-siren,morphling,leshrac,templar-assassin,storm-spirit,axe
INVICTUS GAMING,EHOME,INVICTUS GAMING,io,doom,lina,treant-protector,lich,viper,disruptor,brewmaster,drow-ranger,elder-titan,vengeful-spirit,phantom-lancer,venomancer,slark,tusk,mars,invoker,templar-assassin,naga-siren,batrider,weaver,huskar
EHOME,EHOME,INVICTUS GAMING,brewmaster,doom,lich,treant-protector,io,winter-wyvern,tiny,natures-prophet,drow-ranger,timbersaw,batrider,phantom-lancer,outworld-devourer,slark,puck,disruptor,sand-king,earthshaker,shadow-fiend,huskar,dragon-knight,viper
EHOME,EHOME,INVICTUS GAMING,lich,doom,brewmaster,treant-protector,io,tiny,disruptor,elder-titan,drow-ranger,winter-wyvern,puck,phantom-lancer,batrider,timbersaw,shadow-demon,night-stalker,centaur-warrunner,lone-druid,viper,outworld-devourer,magnus,phoenix
PSG.LGD,INVICTUS GAMING,PSG.LGD,puck,treant-protector,tiny,doom,disruptor,drow-ranger,winter-wyvern,shadow-demon,centaur-warrunner,slark,bloodseeker,omniknight,leshrac,legion-commander,grimstroke,lina,storm-spirit,ember-spirit,tidehunter,phantom-lancer,axe,riki
PSG.LGD,INVICTUS GAMING,PSG.LGD,tiny,drow-ranger,disruptor,doom,abaddon,treant-protector,winter-wyvern,puck,lich,lion,omniknight,legion-commander,night-stalker,razor,tidehunter,shadow-fiend,viper,slark,centaur-warrunner,bloodseeker,brewmaster,riki
Vici Gaming,PSG.LGD,Vici Gaming,tiny,drow-ranger,puck,treant-protector,lich,doom,disruptor,elder-titan,rubick,legion-commander,abaddon,gyrocopter,omniknight,razor,viper,skywrath-mage,clockwerk,phantom-lancer,kunkka,magnus,storm-spirit,lifestealer
Vici Gaming,PSG.LGD,Vici Gaming,disruptor,drow-ranger,legion-commander,doom,winter-wyvern,treant-protector,tiny,puck,lich,bane,omniknight,bloodseeker,viper,leshrac,slark,axe,abaddon,razor,io,queen-of-pain,phantom-lancer,timbersaw
PSG.LGD,PSG.LGD,INVICTUS GAMING,puck,mars,dazzle,batrider,naga-siren,chen,centaur-warrunner,void-spirit,oracle,natures-prophet,nyx-assassin,timbersaw,outworld-devourer,death-prophet,silencer,windranger,morphling,phantom-lancer,kunkka,storm-spirit,earth-spirit,leshrac
PSG.LGD,PSG.LGD,INVICTUS GAMING,puck,mars,naga-siren,timbersaw,sand-king,void-spirit,batrider,chen,centaur-warrunner,oracle,disruptor,natures-prophet,death-prophet,leshrac,omniknight,shadow-demon,slark,outworld-devourer,faceless-void,storm-spirit,rubick,queen-of-pain
PSG.LGD,Royal Never Give Up,PSG.LGD,chen,naga-siren,lone-druid,mars,dragon-knight,shadow-demon,puck,void-spirit,centaur-warrunner,oracle,death-prophet,rubick,pangolier,outworld-devourer,timbersaw,lich,tiny,slark,shadow-fiend,earth-spirit,storm-spirit,huskar
PSG.LGD,PSG.LGD,Royal Never Give Up,puck,void-spirit,sand-king,lone-druid,naga-siren,chen,riki,ancient-apparition,mars,shadow-demon,centaur-warrunner,silencer,morphling,ember-spirit,phoenix,lifestealer,spectre,storm-spirit,dark-willow,dragon-knight,nyx-assassin,templar-assassin
Vici Gaming,INVICTUS GAMING,Vici Gaming,mars,ancient-apparition,death-prophet,oracle,centaur-warrunner,void-spirit,nyx-assassin,dazzle,snapfire,phoenix,legion-commander,ogre-magi,huskar,lifestealer,lich,morphling,faceless-void,sand-king,outworld-devourer,shadow-fiend,lina,puck
INVICTUS GAMING,Vici Gaming,INVICTUS GAMING,oracle,mars,snapfire,timbersaw,phoenix,void-spirit,dazzle,centaur-warrunner,rubick,lich,earth-spirit,abaddon,outworld-devourer,naga-siren,natures-prophet,warlock,slark,bloodseeker,death-prophet,kunkka,shadow-fiend,invoker
INVICTUS GAMING,INVICTUS GAMING,Vici Gaming,mars,void-spirit,centaur-warrunner,natures-prophet,omniknight,dazzle,huskar,lich,shadow-demon,phoenix,legion-commander,nyx-assassin,faceless-void,lifestealer,ogre-magi,monkey-king,gyrocopter,timbersaw,invoker,puck,storm-spirit,lina
CDEC,CDEC,Typhoon,timbersaw,snapfire,ancient-apparition,mars,batrider,void-spirit,lich,puck,chen,enchantress,skywrath-mage,clockwerk,phantom-lancer,anti-mage,juggernaut,pugna,sand-king,lycan,venomancer,huskar,templar-assassin,razor
CDEC,CDEC,Typhoon,timbersaw,chen,batrider,pugna,ancient-apparition,void-spirit,shadow-demon,morphling,oracle,rubick,mars,death-prophet,medusa,huskar,ogre-magi,skywrath-mage,troll-warlord,axe,lycan,lina,riki,storm-spirit
